id,text,date,user,rt,fav,followers,verified,label
221314,"Şişecam #sise
📍2022 ilk 3 ayda 1.4 milyon ton cam,1.2 milyon ton soda külü,1 milyon ton endüstriyel hammadde üretti ve 1.2 milyar liralık yatırım yaptı.
📍Şişecam’ın soda külü üretim kapasitesinin 2027 yılında 10 milyon tona ulaşması ve bu alanda dünya lideri olması bekleniyor.”",2022-06-26 14:22:07+00:00,ibrahim___ethem,52,1033,136875,False,Gerçek#Pozitif#Yargı
221315,"Net SATIŞ'la📉açılacağı beklenen
PAZARTESİ  için GÜÇLÜ AL listesi
#SAHOL 20,62 #DESPC 10,69
#GOODY 11,18 #PNSUT 29,38
#BNTAS 4,01 #AKCNS 21,7
#ORGE 8,63 #KCHOL 40,9
#AKSGY 3,26 #TEKTU 1,71
#EGPRO 35,58 #BMSCH 8,57
#SELGD 4,7 #MOBTL 1,81
#OTKAR 442 #CUSAN 10,4
Kendime Not, YTD",2022-06-26 09:20:27+00:00,ASIM_YALCINKAYA,15,196,138761,False,Pozitif#Yargı
221316,"#INDES 8,45&gt;19,1
#VESTL 25,54&gt;56,6
#SAHOL 20,62&gt;45,4
#GOZDE 7,82&gt;15,9
#EREGL 27,86&gt;50,9
#ESEN 33,2&gt;60,2
#CIMSA 34,72&gt;60,1
#ALGYO 33,36&gt;57,4
#PETKM 9,5&gt;15,6
#ARDYZ 5,32&gt;8,62
#KRDMD 12,66&gt;19,65
#EKGYO 2,6&gt;3,98
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse'leri
Kendime Not YTD",2022-06-25 09:54:28+00:00,ASIM_YALCINKAYA,41,354,138761,False,Gerçek#Nötr
221317,"Türkiye’de iç hat uçuşlarında tavan fiyat 899 TL’den 1000 TL’ye yükseltilmiş
 #thyao",2022-06-24 17:42:00+00:00,morhipopotam,0,5,108084,False,Gerçek#Pozitif
221318,#tavhl devre kesti...,2022-06-24 10:43:51+00:00,kursadbucak,2,248,156030,False,Gerçek#Negatif
221319,"Endeks rakamı 2540, #bist30'da hisselerin bir kısmı  2240'da seyrediyor...",2022-06-24 08:37:51+00:00,kursadbucak,2,365,156030,False,Gerçek#Negatif
221320,"#ASELS ASELSAN'a Bu Başlık Altında en güzel Şiiri yazan Takipçimize:

Cemil MERİÇ - Bu Ülke
Ahmet ARSLAN - Bir Ömür Düşünmek

Kitaplarını hediye edeceğim

Seçim Kurulu 
🔽
Karagülle Bey: @mkaragulle1 
Şeva Hanım: @____sheva____ 
Tarık Bey:  @ProfessorTrk 
Pat'a Hanım: @yorumlayn",2022-06-23 16:32:56+00:00,SelimKMD,9,195,108734,False,Nötr#Yargı
221321,"#SAHOL endeksin zor gününde 1 milyon lot 19,99₺ ortalama ile şirket tarafından geri alındı. 
Böylece 17.11.2021’den beri geri alınan lot sayısı 50.707.028 oldu.",2022-06-23 15:47:20+00:00,ibrahim___ethem,8,404,136875,False,Gerçek#Pozitif
221322,"Yatırım Finansman, Tekfen Holding için hedef fiyatını 36,50 TL'den 46,0 TL'ye yükseltti, tavsiyesini ""endeksin üzerinde getiri"" olarak sürdürdü #TKFEN",2022-06-23 08:01:56+00:00,ForeksTurkey,3,72,411900,False,Gerçek#Pozitif
221323,"22.06.2022 tarihinde geri alım yapan şirketler
#PRKME  -  6,11 – 6,22 TL; 31500 adet 
#PAPIL  -  14,05  – 14,07 TL; 10000 adet 
#VERUS  - 60,30 - 60,50 TL; 17500 adet 
#SAHOL  - 19,93  – 20,48 TL;250.000 adet 
#MPARK  - 33,98 – 34,36 TL;60.000 adet pay geri alınmıştır.",2022-06-23 07:37:16+00:00,zeynepxaktas,13,399,182621,False,Gerçek#Pozitif
221324,"Günaydınlar.. 

Viop -%0.41 ile devam ediyor.

Stop yerlerine daha gelmedik.

Hisse bazlı #Bist30 Aylık Direncinde olanların satışları oluyor.

Takip ettiğiniz hisseler Artık satış sonrası hızlıca geri dönmüyorsa durup bir düşünme zamanı.

Bol kazançlar
RojBaş..",2022-06-23 06:43:34+00:00,SelimKMD,5,273,108734,False,Negatif#Pozitif#Yargı
221325,"#GESAN;

📍#SASA’nın Adana’daki tesislerine Çatı Öztüketim Güneş Enerjisi Santrali Anahtar Teslim yapılması hususunda bugün sözleşme imzaladı. 

📍Sözleşme bedeli vergiler hariç 11.350.000,USD.
(Güncel baz USD/TL kuru ile sözleşme bedeli 196.922.500,-TL)",2022-06-23 06:43:14+00:00,ibrahim___ethem,21,406,136875,False,Gerçek#Pozitif
221326,"Vakıf Yatırım, Tav Havalimanları ve Vestel Elektronik'i model portföyünden çıkarırken, Kardemir'i 21,54 TL hedef fiyatla portföyüne ekledi #VESTL #TAVHL #KRDMD",2022-06-23 05:43:37+00:00,ForeksTurkey,4,82,411900,False,Gerçek#Negatif#Pozitif
221327,"Malum 3 site taraması Perşembe için
GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#SAHOL 20,42 #USAK 1,88
#ESEN 33,78 #GOODY 10,55
#BNTAS 3,82 #KFEIN 22,82
#AKSGY 2,80 #UNLU 5,79
#AFYON 3,72 #BRISA 39,90
#MAVI 50 #FROTO 309,6
#DERHL 7,88 #EGSER 26,76
#GARAN 15,6 #YAYLA 3,74
Kendime Not YTD",2022-06-22 17:17:23+00:00,ASIM_YALCINKAYA,10,176,138761,False,Gerçek#Pozitif
221328,Bankalardan #Vakbn #Halkb #Tskb #Akbnk şu an göze batanlar,2022-06-22 12:39:21+00:00,PHOENIX07_,9,353,120450,False,Pozitif#Yargı
221329,"#endeks'i bugün #froto ya gelen haber çevirdi
#toaso ile #otkar da güzel

Genel anlamı ile #endeks yukarı devam bence.
#banka'larda arkadan ufak ufak geliyorlar.",2022-06-22 10:58:37+00:00,Sacro_Trade,6,252,115684,False,Pozitif#Yargı
221330,"#EREGL
📍Piyasa değeri en yüksek beş şirketimizden biri
📍Yassı çelik ihtiyacımızın ana kaynağı
📍Varlığıyla 50’den fazla sektörümüzü besliyor
📍Cari fazla vermenin has dostu
📍Yatırımcısına sürekli kazanç sağlayan vefalısı

{Bugünkü Dünya gazetesinden}",2022-06-21 19:44:58+00:00,ibrahim___ethem,36,680,136875,False,Pozitif#Yargı
221331,"Malum 3 site taraması Çarşamba için
GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#ESEN 32,82 #GOODY 10,6
#OZKGY 5,35 #ODAS 3,21
#ASELS 24,18 #NATEN 62,3
#AYDEM 8,84 #TEKTU 1,73
#YKBNK 4,98 #AFYON 3,72
#MAVI 48,78 #TTKOM 9,83
#SMART 6,3 #DNISI 13,26
#HTTBT 13,59 #LOGO 41,24
Kendime Not YTD",2022-06-21 18:34:37+00:00,ASIM_YALCINKAYA,16,196,138761,False,Pozitif#Yargı
221332,"#Otomotiv bizimkiler yarında ekranda olacak. #cemts #parsn #ttrak #otkar #froto yarın da bakalım kazandırabilecekler mi? Asuzu ve tmsn bağımsızlar onlar sürüye dahil değiller. #tesla %10 kadar yükselmiş dediler, bizimkiler tesla mı dedim, bende✍️",2022-06-21 18:13:06+00:00,ofegin,9,385,105854,False,Nötr#Yargı
221333,"#SISE SISE Bakalım..

Eregli ile aynı modele sahip.
Trend kırılımı.
Kırılım sonrası trende girmek için 1 hafta mücadele.
Yetersiz hacim
Ve salınım...

ANCAK  #SISE Bu haftaki (24 Haziran) kapanışını 23.80'de⏰ yaparsa yoluna devam edecek.",2022-06-21 16:50:11+00:00,SelimKMD,13,417,108734,False,Negatif#Pozitif#Yargı
221334,"#krdmd'de denizden işlem yapan arkadaş n'apıyorsunuz? 😂😂
300 bin vuruyor 300 bin alıyor..🤣🤣",2022-06-21 11:51:56+00:00,kursadbucak,4,391,156030,False,Nötr#Yargı
221335,Bank of #eregl'de yampiri yampiri satış tarafında yine başladı elini artırmaya. Hayrolsun bakalım.İlk beş satıcıya gelmek üzere,2022-06-21 11:18:31+00:00,kursadbucak,3,512,156030,False,Pozitif#Yargı
221336,#ykbnk 430 bölgesinde buralardan dönüş beklenebilir analizinden 5lşraya geldi. 5 üzerinde 538 zirvesini direnç olarak takip edeceğim.,2022-06-21 08:10:32+00:00,ofegin,1,196,105854,False,Pozitif#Yargı
221337,"#FROTO
📍İhracat stratejisi ve Ford Romanya fabrikasının satın alınması,ciroyu ve kârlılığı destekleyecek.
📍Kocaeli fabrikaları,Türkiye’nin ilk ve tek entegre otomotiv üretim fabrikası olacak.
📍Yeni elektrikli araç versiyonları 2023 ilk yarısında.
(Pazar günkü Para dergisinden)",2022-06-21 07:22:56+00:00,ibrahim___ethem,27,394,136875,False,Gerçek#Pozitif
221338,"Gedik Yatırım, Ford Otosan hedef fiyatını 342,74 TL'den 387,62 TL’ye, tavsiyesini “Endekse Paralel Getiri”den “Endeksin Üzerinde Getiri”ye yükseltti #FROTO",2022-06-21 05:38:26+00:00,ForeksTurkey,3,72,411900,False,Gerçek#Pozitif
221339,"1.5 yıldır sizlere bazı şeyleri basitçe anlatmaya çalışıyorum. #EREGL ile ilgili belki de en iştahlı yazıları yazanlardan biriyimdir. 

Son günlerdeki yoğun tartışmalarla ile ilgili söyleyeceğim tek şey; #EREGL çok özel bir şirkettir, konu tartışmaya kapalıdır.",2022-06-21 05:29:17+00:00,omerhankrm,51,1756,145127,False,Pozitif#Yargı
221340,"Orta-uzun vadelik olanlar mutlaka düşe kalka ilerleyecekler. Her gün her an yükseliş imkansıza yakın. 
Düşüşler, dinlenmeler, geri  çekilmeler olacak. 
Önemli nokta yükselen dipler yapabilmesi olacaktır.
#Hekts #Sasa vb bir günde gelmedi buralara. 
Orta-uzun için sabır şart...",2022-06-20 20:16:13+00:00,ofegin,2,394,105854,False,Pozitif#Yargı
221341,"Malum 3 site taraması SALI için
GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#USAK 1,88 #ODAS 3,09
#AKBNK 9,05 #ORGE 7,95
#KFEIN 22,9 #SELEC 14,89
#THYAO 50,85 #DOHOL 4,07
#YKBNK 4,87 #MAVI 47,68
#SISE 22,40 #BRISA 39,14
#YATAS 14,44 #KORDS 56,20
#MAGEN 13,20 #YAYLA 3,67
Kendime Not YTD",2022-06-20 19:03:35+00:00,ASIM_YALCINKAYA,5,104,138761,False,Gerçek#Pozitif
221342,"#EREGL Eregli Mavi Bölgenin içerisinde..

1G dönüş mumu bekleyeceğiz..👍🏻",2022-06-20 16:10:44+00:00,SelimKMD,7,357,108734,False,Negatif#Yargı
221343,"1350 / 2500 rallisinde çok iyi prim yapan #bist30 hisseleriyle ilgili gerekli zamanlarda gerekli uyarıları yapmışım niye soruyorsunuz ki 

""Temettü yatırımcılığı"" diyerek acemilere tepeden maliyet yaptırdılar

Yatırımcılık tepeden almak değildir 
Düşüşlerde toplamaktır",2022-06-20 15:02:48+00:00,TanerGenek,81,2996,361621,False,Negatif#Yargı
221344,#eregl devre kesti...,2022-06-20 13:00:32+00:00,kursadbucak,7,668,156030,False,Gerçek#Negatif
221345,"#EREGL ve #ISDMR özelinde şunu da söylemem lazım.

Bu hisselerin yatırımcıları genelde ya büyük fonlar ya da temettü yatırımcılarıdır.

Fonları boşverin. Temettü yatırımcıları bu düşüşten üzüntü değil, keyif almalılar.

Zira, artık daha az parayla daha çok lot alabilecekler.",2022-06-20 12:50:48+00:00,Dr_Arslan_SMMM,29,730,104002,False,Pozitif#Yargı
221346,"#KRDMD #EREGL 
Demirçelikler baskı oluşturuyor.
Kendi hisselerime bağımsız olarak bakıyor, değerlendiriyorum.",2022-06-20 10:50:50+00:00,ofegin,2,256,105854,False,Nötr#Yargı
221347,#BIST #XU030- #XU050 hisselerinin bazılarında düzeltme devam ederken bazı tekniği uygun yan tahtalar ile bedelsiz potansiyeli taşıyan bazı hisseler hareketli haftanın ilk gününde. 😌,2022-06-20 08:39:00+00:00,Piri_KAPTAN,3,172,135214,False,Pozitif#Yargı
221348,"#TCELL sorulmakta. Günlük yapısında PU dikkat çekerken, 7.30 Stop ve 18.60 DÜK ile izlenebilir. 😌",2022-06-19 19:21:54+00:00,Piri_KAPTAN,5,205,135214,False,Pozitif#Yargı
221349,"#TTKOM sorulmuş... Günlükte henüz fiyatlanmamış PU dikkat çekiyor. 890 stop, 9.55 DÜK ile takip edilebilir. 😌",2022-06-19 19:09:30+00:00,Piri_KAPTAN,16,369,135214,False,Pozitif#Yargı
221350,"#YUNSA 
Sonuç olarak; yeni bir #Sasa ya da  #Bossa olabilir.

Olumlu haber akışlarının gelmesi, devamı şartıyla burada orta-uzun vadede hem şirket hem de fiyat olarak ciddi bir hikaye ve ivmelenme olabilir görüyorum.

Orta-uzun vade için bakalım hayaller gerçeğe dönüşebilecek mi.",2022-06-19 11:24:24+00:00,ofegin,23,616,105854,False,Pozitif#Yargı
221351,"Malum 3 site taraması Pazartesi için
GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#USAK 1,79 #AKBNK 9,10
#KFEIN 21,84 #AKSGY 2,53
#YKBNK 4,88 #SELGD 4,5
#HTTBT 12,65 #CEMAS 1,41
#EGSER 24,74 #PENGD 5,37
#KERVT 5,45 #YAYLA 3,5
#TUCLK 16,03 #TAVHL 53,85
#EGEEN 2005 #HLGYO 2,36
Kendime Not YTD",2022-06-19 09:37:56+00:00,ASIM_YALCINKAYA,21,234,138761,False,Pozitif#Yargı
221352,"📍Bist 50 (#xu50)endeksinde yer alan,
📍Fiili dolaşımdaki pay oranı %60’ın altında,
📍Son 3 ay performansı %25’in altında,
📍Bu hafta ise %3 ile %12 arasında prim yapan,
özetle üzerindeki ölü toprağını atmak için çabalayan 😀
Bu haftanın en hacimli 3 hissesi:
#AKBNK
#TKFEN
#MGROS",2022-06-18 16:45:20+00:00,ibrahim___ethem,27,437,136875,False,Gerçek#Pozitif
221353,"#INDES 8,2&gt;18,3
#VESTL 25&gt;56
#SAHOL 19,58&gt;43
#GOZDE 7,9&gt;16
#ESEN 31,6&gt;59,3
#EREGL 28,84&gt;49,5
#EKGYO 2,62&gt;4,4
#CIMSA 34,94&gt;58,4
#ARDYZ 5,4&gt;8,8
#PETKM 9,46&gt;15,3
#ODAS 2,93&gt;4,7
#KRDMD 13,16&gt;20,6
#TCELL 17,87&gt;26,5
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse'leri
KendmeNot YTD",2022-06-18 10:30:25+00:00,ASIM_YALCINKAYA,26,238,138761,False,Gerçek#Nötr
221354,#Akbnk en belirgin yükselen bankamız.,2022-06-17 15:05:01+00:00,ofegin,1,220,105854,False,Pozitif#Yargı
221355,#ttkom da artık burdan döndü bence.,2022-06-17 13:43:11+00:00,Sacro_Trade,5,194,115684,False,Nötr#Yargı
221356,#eregl gibi deve bunu yapan bakalım operasyon hisselerine ne yapacak....,2022-06-17 10:55:03+00:00,kursadbucak,12,819,156030,False,
221357,"Oyak Yatırım, Koza Altın'ı 220,00 TL hedef fiyat ve ""endeks üzeri getiri"" tavsiyesiyle model portföyüne ekledi #KOZAL",2022-06-17 07:27:06+00:00,ForeksTurkey,3,47,411901,False,Pozitif
221358,"Ünlü &amp; Co, 
#KOZAL için hedef fiyatını 171,00 TL'den 226,00 TL'ye yükseltirken, ""al"" tavsiyesini korudu
#KOZAA için hedef fiyatını 28,30 TL'den 36,00 TL'ye yükseltirken, ""al"" tavsiyesini korudu",2022-06-17 07:08:10+00:00,ForeksTurkey,3,58,411901,False,Gerçek#Pozitif
221359,"#sasa yatırımcısını, yöneticisini ,tahtacısını, sasaya su veren itfayenin hortumunu, Müşterisini, Tedarikçisini, tesisatçısını, elektrikçisini, Adanayı Hepsini ayrı ayrı yürekten tebrik ediyorum",2022-06-16 08:34:12+00:00,arifcoskun05,59,2325,204322,False,Pozitif#Yargı
221360,"Powell: Fed'in Kamuoyu enflasyonu aşağı getireceğimize inanıyor. Arkadaşlar bu haberi borsamız için satın alabiliriz. Başlıyoruz, ucuz firmalardan bahsedeceğiz, Ar-Ge ve inovasyon firmalarından bahsedeceğiz, bu yıl hedefim %320 ortalama başlıyoruz.#Borsa #bist30 #NASDAQ #bist100",2022-06-15 20:34:27+00:00,UlubeyUlusoyy,451,2670,146737,False,Pozitif#Yargı
221361,"Malum 3 site taraması Perşembe için
GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#THYAO 48,44 #GLRYH 3,15
#VKGYO 2,29 #TATGD 16,11
#ENKAI 18,77 #MEGAP 6,47
#DERHL 6,89 #KORDS 55,8
#CEMAS 1,41 #ARENA 13,93
#ARCLK 79,25 #SAFKR 8,17
#EGSER 24,6 #LKMNH 17
#TUCLK 16,63 #HLGYO 2,24
Kendme Not YTD",2022-06-15 19:29:54+00:00,ASIM_YALCINKAYA,7,124,138761,False,Gerçek#Pozitif
221362,"#VESTL F/K 4'e düşmüş durumda. Satışının %75'i yurt dışına. VESBE büyük yatırım planı açıklayınca, ilgi ona kaydı, oysa VESBE'nin %82'si VESTL'e ait. Hisse 15 aydır yatay gidiyor. Orta vade düşünenler için iyi fırsat sunduğunu düşünüyorum.",2022-06-15 15:51:52+00:00,temettuhisse,47,1042,156942,False,Pozitif#Yargı
221363,"#TKFEN 3 senedir yatırımcısını üzüyor. Şirket dönüşüm içinde. Karlı olan kimya sanayinin (gübre) cirodaki payı 2021'de %45 oldu. Taahhüt kısmında zarar ediyor. Polipropilen projesi iptal oldu. Yeni hikayeye ihtiyacı var. 400 milyon USD piyasa değeri, uzun vade için ucuz.",2022-06-15 15:44:08+00:00,temettuhisse,12,313,156942,False,Negatif#Yargı
221364,"Bizim Menkul, 
#FROTO hedef fiyatını 380,26 TL’den 416,96 TL’ye yükseltti, hisseyi ""endeksin üzerinde getiri"" tavsiyesi ile model portföyüne ekledi 
#TOASO hedef fiyatını 117,09 TL’den 79,84 TL’ye düşürdü, hisseyi ""endekse paralel getiri"" tavsiyesi ile model portföyünden çıkardı",2022-06-15 14:10:06+00:00,ForeksTurkey,3,67,411901,False,Gerçek#Negatif#Pozitif
221365,#BİMAS KV-OV takibe aliyorum..🤔,2022-06-15 10:29:49+00:00,Piri_KAPTAN,9,246,135215,False,Pozitif#Yargı
221366,"ICBC Yatırım, 
Akbank ve Yapı Kredi için ""al""
TSKB ve Vakıfbank için ""nötr"" 
Halkbank için ""sat"" tavsiyesini korudu, 
İş Bankası ve Garanti Bankası tavsiyesini ""al""dan ""nötr""e indirdi, 
HF/TL
#ISCTR 6,40
#GARAN 20,50
#TSKB 3,20
#VAKBN 5,60
#AKBNK 12,70
#YKBNK 7,00",2022-06-15 09:25:43+00:00,ForeksTurkey,4,26,411901,False,Gerçek#Negatif#Nötr
221367,"Aselsan/KAP:
#ASELS
ASELSAN, bir Asya Pasifik ülkesinin kullanımına yönelik savunma sistemlerini kapsayan, toplam bedeli 19.250.000 Avro tutarında bir yurt dışı satış sözleşmesi imzalamıştır.",2022-06-15 06:51:45+00:00,MatriksHaber,8,111,150084,False,Gerçek#Pozitif
221368,"#EREGL biraz daha inerse, 2023'te %15 temettü potansiyeli ile harika bir alım fırsatı verecek. Çelik fiyatları tepe değerlerinden düştü son zamanda; ama tüm raporlar gelecekte çeliğe olan talebin artacağını gösteriyor.",2022-06-15 05:22:21+00:00,temettuhisse,86,1760,156942,False,Pozitif#Yargı
221369,"Malum 3 site taraması Çarşamba için
GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#CIMSA 37 #SELEC 14,64
#AFYON 3,71 #KLMSN 10,93
#TATGD 16,2 #ENKAI 18,28
#MERCN 15,43 #MEGAP 6,49
#TEZOL 19,03 #EGEEN 1894
#VBTYZ 22,76 #BOBET 6,65
#VAKKO 13,6 #PGSUS 166,8
#MEDTR 17,38 #FRIGO 3,93
KendmeNotYTD",2022-06-14 19:28:29+00:00,ASIM_YALCINKAYA,5,115,138761,False,Pozitif#Yargı
221370,"#ipeke aldım bakalım biraz
bu #kozaa larda dip dönüşü var

Çoğu hissede dip dönüşü var ama dipten mi dönecek dönmeyecekmi tam belli değil

sürekli dönüş olurmu diye ben sürekli deniyorum tahtaları
ya tam dönecez yada tatile çıkacaz.",2022-06-14 13:56:24+00:00,Sacro_Trade,2,211,115684,False,Pozitif#Yargı
221371,Uzun vade portföyümde bulunan #tmsn ve #tmpol ile yol ayırmıştım yerine #toaso ve #eregl ekledim istedigim yere gelirse #froto da dahil olacak🧿💫,2022-06-14 11:48:47+00:00,erhanhasmaden,0,244,101073,False,Pozitif#Yargı
221372,#isctr devre kesti...,2022-06-14 11:18:28+00:00,kursadbucak,2,199,156030,False,Gerçek#Negatif
221373,"Endeks için en kritik hisse #eregl ve dün gece yayında bahsettiğimiz 30,60 destek seviyedir...",2022-06-14 09:42:30+00:00,kursadbucak,5,504,156030,False,Nötr#Yargı
221374,Ereğli ile ilgili #EREGL çalışmayı bir iki saat içinde yayınlayacağım. Dün hazırdı ancak verilerde sorun olabilir mi diye tekrar kontrol ettim. Temettü emekliliği için yatırım yapıyorsanız uzun vadede bileşik getiri ile gelirlerinizin nasıl değişebileceğini tablolaştırdım.,2022-06-14 06:46:26+00:00,zeynepxaktas,38,1752,182622,False,Nötr#Yargı
221375,"#BIMAS - Naspak Gıda tarafından 82.00 TL fiyat aralığından 2,000,000 TL nominal değerli pay alış işlemi gerçekleştirilmiştir.
#FONET - Azimut Portföy tarafından 1.25 TL fiyattan 1,000,000 TL nominal değerli pay satış işlemi gerçekleştirilmiştir.",2022-06-14 05:52:58+00:00,zeynepxaktas,5,298,182622,False,Gerçek#Nötr
221376,"Malum 3 site taraması Salı için
GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#ISCTR 11,19 #DOHOL 4,06
#AFYON 3,72 #KLMSN 10,74
#MEGAP 5,90 #MERCN 15,59
#ARZUM 18,23 #MOBTL 1,87
#SAFKR 8,04 #KERVT 5,19
#EGEEN 1775 #KIMMR 3,36
#YAYLA 3,34 #MAGEN 12,57
#PENGD 5,60 #BERA 13,51
Kendime Not YTD",2022-06-13 18:49:21+00:00,ASIM_YALCINKAYA,11,210,138761,False,Gerçek#Pozitif
221377,Bugün Ereğli #eregl ve enflasyon analizini yayınlayacağım. Böylece veriler üzerinden kıyaslama şansınız olacak. Bu konudaki görüşlerimi de belirteceğim. Borsada kazanmanın yolu güçlü hisselerde 5 ve 10 yıllık sürelerdedir. Kısa vadeli kayıplarınız kağıt üzerinde noktadır.,2022-06-13 15:54:53+00:00,zeynepxaktas,33,1257,182622,False,Nötr#Yargı
221378,"#isctr ile #isgyo da çok güçlü
İs grubunda ucuz kalanlara bakmak lazım

#isyat geride kaldı oda bugun güçlü 3,20 21'in üstüne
atarsa buda iyice güzelleşecek.",2022-06-13 14:37:07+00:00,Sacro_Trade,5,141,115684,False,Pozitif#Yargı
221379,"#EREGL ye laf ettim lincimi yedim dur biraz da #sasa #hekts a laf edeyim
ya bu hisseleri yukardan yazıyorsun fk şöyle diyorlar temelciler kızıyor, aşağı gelince yazıyorsun yukardan alanlar topa tutuyor, Gönlümüzce şöyle bir dalga geçemeyecek miyiz kendi kendimizle az relax olun",2022-06-13 12:53:07+00:00,arifcoskun05,4,790,204322,False,Pozitif#Yargı
221380,#krdmd devre kesti...,2022-06-13 12:07:18+00:00,kursadbucak,3,257,156030,False,Gerçek#Negatif
221381,"31.56 #eregl  31.63 #alark devre kesiyor uğraşmayın diye hesapladım
36 dan temettü günü #eregl alan arkadaşım üzülme seneye 5 lira temettü verirse maliyetine geliyor",2022-06-13 11:58:06+00:00,arifcoskun05,7,855,204322,False,Negatif#Yargı
221382,Boğalar #eregl'yi devre kestirmemek için elinden geleni yapıyorlar...,2022-06-13 11:52:20+00:00,kursadbucak,9,674,156030,False,Pozitif#Yargı
221383,"Aslında bugün kağıtların çoğu hem güçlü hemde sağlam duruyor
#endeks'i düşüren sadece #eregl #krdmd

onun haricinde kağıtların çoğu düşmek istemiyor.",2022-06-13 09:58:36+00:00,Sacro_Trade,2,297,115684,False,Negatif#Pozitif#Yargı
221384,"#banka 'lar kalkıyor

#thyao ve #bimas tada iyi alımlar var.
Ama bankaları iyi alıyorlar 
Bu #endeks bence buradan yukarı dönecek
Bankalar kendini belli etti.",2022-06-13 08:31:58+00:00,Sacro_Trade,3,350,115684,False,Pozitif#Yargı
221385,"Yabancı yatırımcılar Mayıs ayı içerisinde BİST'te en çok net alımı #THYAO ve #ALARK hissesinde gerçekleştirirken, en çok net satımı ise #GARAN ve #BIMAS hissesinde gerçekleştirdiler.",2022-06-12 20:11:22+00:00,zeynepxaktas,8,620,182622,False,Gerçek#Nötr
221386,Sizce #EREGL bu yılı yüzde kaç getiri ile kapatır?,2022-06-12 17:59:11+00:00,zeynepxaktas,23,1305,182622,False,Nötr#Yargı
221387,#EREGL için verdiğim tabloları karşılaştırmalı olarak takip edin. Grafikleri toplu olarak da vereceğim. Burada özellikle enflasyonun yüksek olduğu dönemler ve düşük dönemlerde hisse getirilerini inceleyin.,2022-06-12 17:43:21+00:00,zeynepxaktas,19,1088,182622,False,Nötr#Yargı
221388,"Yılbaşından bugüne 2022'de gördüğü zirveye en uzak Bist 50 hisseleri:
İlk 5👇
#TKFEN
#BASGZ
#TCELL
#TTKOM
#TOASO",2022-06-12 11:20:25+00:00,ibrahim___ethem,39,602,136875,False,Gerçek#Negatif
